"Ad set name",Age,Gender,"Ad name","Campaign name",Day,"Delivery status","Delivery level","Ad set name","Amount spent (USD)","Result Type","Cost per result","CPM (cost per 1,000 impressions)",Reach,"hook rate","hold rate","Video average play time","CTR (link click-through rate)","Link clicks","CPC (cost per link click)","Adds to cart","Website adds to cart","Cost per add to cart","Checkouts initiated","Website checkouts initiated","Cost per checkout initiated",Purchases,"Website purchases","Cost per purchase","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on advertising spend)",Frequency,"Reporting starts","Reporting ends"
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-09,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.08,,,80,1,0,,3,,,,,,,,,,,,,,,1,2025-08-09,2025-08-09
"RLT | Meno | Set 1 | Main | PDP | Jul 29",25-34,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.03,,,30,1,1,0,4,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",35-44,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.03,,,30,1,0,,1,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.44,,,88,4,0.4,0.5,11,,,,,,,,,,,,,,,1.25,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",25-34,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.11,,,110,1,0,,1,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.28,,,56,5,0.6,0,4,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.11,,,55,2,0,,1,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.39,,,130,3,0.66666667,0.5,21,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.3,,,150,1,0.5,0,6,,,,,,,,,,,,,,,2,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menominivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.04,,,40,1,1,1,20,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menominivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",1.01,,,336.66666667,1,0,,2,,,,,,,,,,,,,,,3,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",35-44,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.04,,,40,1,1,0,7,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.22,,,44,5,0.4,0,5,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.58,,,116,5,0.6,0,5,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",35-44,female,menominivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.02,,,20,1,1,0,3,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageugc2-long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.11,,,36.66666667,3,0.33333333,0,4,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc4–long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.04,,,40,1,0,,2,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menougc4–long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.37,,,370,1,0,,1,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",35-44,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.03,,,30,1,0,,,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.15,,,75,2,0,,3,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.09,,,30,3,0.33333333,0,2,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",3.28,,,102.5,25,0.5,0.25,8,3.125,1,3.28,,,,,,,,,,,,1.28,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.06,,,20,2,0,,1,,,,,,,,,,,,,,,1.5,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.22,,,220,1,0,,2,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.21,,,52.5,4,0.5,0,4,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.04,,,20,1,0.5,1,13,,,,,,,,,,,,,,,2,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.53,,,265,2,0.5,0,3,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.12,,,60,2,0.5,1,16,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.32,,,64,5,0.4,0.5,4,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.43,,,215,2,1,0,8,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",14.56,,,147.07070707,84,0.54545455,0.46296296,17,14.14141414,14,1.04,9,9,1.61777778,8,8,1.82,,,,,,1.17857143,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.97,,,138.57142857,7,0.42857143,0.33333333,11,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",11.13,,,114.74226804,85,0.51546392,0.44,13,9.27835052,9,1.23666667,1,1,11.13,,,,,,,,,1.14117647,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.22,,,36.66666667,6,0.33333333,0,2,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.95,,,118.75,8,0.25,0.5,5,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.66,,,66,9,0.2,0,2,,,,,,,,,,,,,,,1.11111111,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.29,,,58,3,0.6,0,3,,,,,,,,,,,,,,,1.66666667,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.05,,,116.66666667,9,0.66666667,0.33333333,14,,,,,,,,,,,,,,,1,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-29,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",8.73,,,81.58878505,95,0.45794393,0.30612245,10,5.60747664,6,1.455,,,,,,,,,,,,1.12631579,2025-07-29,2025-07-29
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.27,,,90,3,0,,1,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",3.11,,,70.68181818,41,0.52272727,0.47826087,16,9.09090909,4,0.7775,,,,,,,,,,,,1.07317073,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.05,,,205,8,0.4,0,4,10,1,2.05,,,,,,,,,,,,1.25,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",3.72,"Website purchases",3.72,465,7,0.75,0.16666667,7,12.5,1,3.72,1,1,3.72,2,2,1.86,1,1,3.72,24.19086022,24.19086022,1.14285714,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.25,,,83.33333333,14,0.53333333,0.125,8,6.66666667,1,1.25,,,,,,,,,,,,1.07142857,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.32,,,106.66666667,3,0.33333333,1,80,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.07,,,35,2,0,,2,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.1,,,33.33333333,2,0.33333333,0,2,,,,,,,,,,,,,,,1.5,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.14,,,70,2,1,0.5,12,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.15,,,150,1,1,0,5,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.13,,,32.5,4,0.5,0,4,25,1,0.13,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",17.31,,,113.88157895,132,0.57894737,0.45454545,15,8.55263158,13,1.33153846,,,,,,,,,,,,1.15151515,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",22.49,"Website purchases",7.49666667,140.5625,141,0.51875,0.44578313,14,10,16,1.405625,5,5,4.498,4,4,5.6225,3,3,7.49666667,12.00400178,12.00400178,1.13475177,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",10.73,,,85.84,110,0.448,0.39285714,11,4,5,2.146,6,6,1.78833333,,,,,,,,,1.13636364,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.69,,,138,5,0.6,0.33333333,39,20,1,0.69,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.03,,,15,2,0,,1,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.89,,,118.125,16,0.375,0.33333333,6,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.04,,,40,1,0,,1,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.68,,,157.64705882,16,0.29411765,0.2,5,,,,,,,,,,,,,,,1.0625,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",3.48,,,248.57142857,11,0.5,0.28571429,11,7.14285714,1,3.48,,,,,,,,,,,,1.27272727,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.02,,,20,1,0,,1,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.01,,,10,1,0,,,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.17,,,85,2,0.5,0,5,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.06,,,60,1,0,,2,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-28,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.88,,,97.77777778,9,0.44444444,0,3,,,,,,,,,,,,,,,1,2025-07-28,2025-07-28
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.78,,,63.18181818,38,0.45454545,0.25,9,2.27272727,1,2.78,,,,,,,,,,,,1.15789474,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.3,"Website purchases",1.3,260,5,0.4,0.5,51,40,2,0.65,3,3,0.43333333,1,1,1.3,1,1,1.3,69.22307692,69.22307692,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.78,,,156,4,1,0.4,23,,,,,,,,,,,,,,,1.25,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.24,,,60,2,0.25,0,2,,,,,,,,,,,,,,,2,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.17,,,42.5,2,0.75,0,5,,,,,,,,,,,,,,,2,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.43,,,215,2,1,0,5,,,,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.44,,,360,2,0,,1,,,,,,,,,,,,,,,2,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.75,,,187.5,4,0.5,0.5,12,,,,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.28,,,56,5,0.6,0.33333333,13,,,,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.08,,,40,2,1,1,32,,,,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",14.93,,,153.91752577,84,0.54639175,0.35849057,13,4.12371134,4,3.7325,,,,,,,,,,,,1.1547619,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.63,,,315,2,0.5,0,4,,,,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",9.81,,,106.63043478,79,0.58695652,0.31481481,13,6.52173913,6,1.635,2,2,4.905,,,,,,,,,1.16455696,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",4.75,,,215.90909091,19,0.27272727,0.33333333,9,,,,,,,,,,,,,,,1.15789474,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.43,,,71.66666667,6,0.16666667,0,1,,,,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.25,,,160.71428571,13,0.28571429,0,3,7.14285714,1,2.25,,,,,,,,,,,,1.07692308,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.37,,,456.66666667,3,0.33333333,1,11,33.33333333,1,1.37,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.37,,,152.22222222,6,0.33333333,0.66666667,11,,,,,,,,,,,,,,,1.5,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.36,,,180,2,0.5,1,58,,,,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.12,,,120,1,1,0,10,,,,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.36,,,1360,1,0,,,,,,,,,,,,,,,,,1,2025-07-27,2025-07-27
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-27,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",13.38,,,163.17073171,72,0.58536585,0.41666667,13,6.09756098,5,2.676,,,,,,,,,,,,1.13888889,2025-07-27,2025-07-27
